"city","establishmentname","address","type","lat","lon"
"WEST VANCOUVER","PARK ROYAL  GLS 228","PARK ROYAL NORTH SHOPPING CTR","BC Liquor Store",49.327473,-123.1376542
"WEST VANCOUVER","RETAIL LIQUOR STORE","220  16TH ST","Private Liquor Store",49.3280493,-123.1588919
"WEST VANCOUVER","VILLAGE LIQUOR STORE","1C 900 MAIN ST","Private Liquor Store",49.275061,-123.0998144
"WEST VANCOUVER","","6406 BRUCE STREET","Proposed Store Location",49.373802,-123.275344
"WESTBANK","KELOWNA WESTBANK GLS 143","27 - 2475 DOBBIN RD","BC Liquor Store",49.828204,-119.6285693
"WHISTLER","GLACIER LODGE HOTEL","1 - 4573 CHATEAU BLVD","Private Liquor Store",50.1171444,-122.9473913
"WHISTLER","NESTER'S LIQUOR STORE ","7017 NESTERS ROAD","Private Liquor Store",50.127818,-122.9558
"WHISTLER","ROLAND'S CREEKSIDE RESTAURANT, PUB AND BEER & WINE STORE","2129 LAKE PLACID RD","Private Liquor Store",50.095725,-122.995183
"WHISTLER","WHISTLER CREEKSIDE GLS 195","205 2071 LAKE PLACID RD","BC Liquor Store",50.0942406,-122.9904796
"WHISTLER","WHISTLER MARKETPLACE GLS 179","101 4360 LORIMER RD","BC Liquor Store",50.1189617,-122.9566862
"WHISTLER","WHISTLER VILLAGE GLS 302","4211 VILLAGE SQUARE","BC Liquor Store",50.1149783,-122.9561512
"WHISTLER","","UNIT B-D 2010 LONDON LANE","Proposed Store Location",50.0961762,-122.989567
"WHITE ROCK","SANDPIPER LIQUOR STORE","1235 JOHNSTON ROAD","Private Liquor Store",49.0246365,-122.801201
"WHITE ROCK","WHITE ROCK LICENSED LIQUOR STORE","15144 NORTH BLUFF ROAD","Private Liquor Store",49.0310649,-122.8039162
"WILLIAMS LAKE","COMER STATION","3015 MACKENZIE AVE N","Private Liquor Store",52.1473344,-122.1694498
"WILLIAMS LAKE","FRASER INN BEER & WINE STORE","245 DONALD ROAD","Private Liquor Store",52.1350825,-122.1348569
"WILLIAMS LAKE","OVERLANDER MOTOR INN","1118 LAKEVIEW CRES","Private Liquor Store",52.1271851,-122.1246798
"WILLIAMS LAKE","RED DOG LICENSED LIQUOR STORE","1114 DENNY ROAD","Private Liquor Store",52.0976503,-122.1224486
"WILLIAMS LAKE","SOUTH BROADWAY LIQUOR STORE","1730 S BROADWAY","Private Liquor Store",52.1227265,-122.0939918
"WILLIAMS LAKE","WILLIAMS LAKE GLS 063","730 B OLIVER ST","BC Liquor Store",52.1293035,-122.1351426
"WINFIELD","WINFIELD GLS 166","30 10051 HWY 97 ","BC Liquor Store",50.0275323,-119.4049074
"YOUBOU","LAKEVIEW NEIGHBOURHOOD PUB","10524 NORTH SHORE ROAD","Private Liquor Store",48.8880643,-124.2594869
"ZEBALLOS","ABC LIQUOR STORE (ZEBALLOS)","148 MAQUINNA AVENUE","Private Liquor Store",49.9831417,-126.84584
